epoch,train_loss,val_loss,precision,recall,f1_macro,f1_micro,roc_auc,lr,epoch_time
1,0.011717229138382456,0.007084180912697467,0.827099270199703,0.6410379354104704,0.7119670574944201,0.8387423935091278,0.9777856599559224,0.0001,37.457186698913574
2,0.007119194204834375,0.006355429723290569,0.9497999321335403,0.59521088107286,0.6731617078757689,0.8564282141070535,0.9792141914400985,0.0001,34.763911485672
3,0.006093405585482039,0.005752210651319158,0.8422741462270278,0.7411633629221209,0.78092805739828,0.8782567503552818,0.9844233185697813,0.0001,37.50842046737671
4,0.00503646090796048,0.006013011443428695,0.8670910184442664,0.7705665239131327,0.8107622549019609,0.8750576302443522,0.9832589451667697,0.0001,38.82009148597717
5,0.0044795813441107215,0.0073084996172653165,0.9304786914765907,0.6600087017649464,0.7644362806784532,0.8538977800722767,0.9817080060668015,0.0001,37.46035671234131
6,0.004133712301369418,0.00568185290479559,0.8338754370629371,0.7944116763890949,0.8125198614016618,0.8899660688317984,0.9825089109472444,0.0001,37.73876762390137
7,0.0037017135925336993,0.005734631629913288,0.8757410282423348,0.8043420300472153,0.838124253723543,0.8807339449541285,0.986070408761702,0.0001,37.59822654724121
8,0.003307173577010293,0.005670841767500013,0.8605120214528248,0.7944921320090488,0.8230965627045189,0.8902671755725191,0.9848809277120574,0.0001,37.49432849884033
9,0.0029801312975839458,0.0057717698707119005,0.8298764438276311,0.8361635754151802,0.8269314821278809,0.8957639219419324,0.9863161411421124,0.0001,38.01862049102783
10,0.002831783708904616,0.005986638444128557,0.8319620723654539,0.833016039394123,0.8289594376770135,0.8942398489140698,0.9873037923123814,0.0001,37.08951783180237
11,0.0025990766983225266,0.0060355297262164745,0.9144516790318479,0.8016253672472256,0.852922108136256,0.8949152542372881,0.9853690577842865,5e-05,37.723323583602905
12,0.0017321071000134742,0.0051551283449644885,0.8493604093675087,0.8512934382840036,0.8483543191394685,0.9079637577491655,0.9888876368556553,5e-05,47.820621490478516
13,0.0014018645184643735,0.005614506139447597,0.8932621259000342,0.8527585256743868,0.8722611961058493,0.9109099571224393,0.9864881456754389,5e-05,39.107975244522095
14,0.0011437261596173895,0.005579726527330576,0.8965966983208362,0.832072004143963,0.8622010468931913,0.9122974261201144,0.9867597184835617,5e-05,40.689611196517944
15,0.0011663451012546746,0.005674564905101591,0.8958286961291633,0.8433965953038338,0.8679803196171556,0.9169435215946844,0.9876217683196589,2.5e-05,39.731897592544556
16,0.0008824756025569514,0.005860616839234323,0.9000557080142576,0.8504718695766371,0.874047955490354,0.9176915799432356,0.9842402965981571,2.5e-05,41.38829803466797
17,0.0009080846115962645,0.005971113928214852,0.8543212790458754,0.8531255377641968,0.8536209178022289,0.9089201877934272,0.9837583014165681,2.5e-05,40.61549425125122
