epoch,train_loss,val_loss,precision,recall,f1_macro,f1_micro,roc_auc,lr,epoch_time
1,0.01266626911237836,0.007460659519785037,0.8581704149583086,0.7087233147036139,0.7684197986110828,0.8422053231939164,0.9730837379057068,0.0001,42.05671548843384
2,0.007412009501660412,0.006696284373717035,0.815354067134634,0.7475961461422755,0.7734165854706313,0.8575609756097561,0.9809299126587415,0.0001,43.2732138633728
3,0.0063741357971660115,0.006533796729330542,0.80998055998056,0.785030133954231,0.7925327603525004,0.8638941398865785,0.98106538315494,0.0001,44.30038237571716
4,0.005201242334971374,0.006035494381340884,0.7962972087183755,0.833565046563848,0.8109495995095883,0.8782322519981194,0.9826937250098201,0.0001,39.26015281677246
5,0.004658675399100916,0.0055979422344905085,0.8926010404635252,0.783198413303877,0.8278708149180868,0.8950118764845606,0.9824593224297373,0.0001,38.054484367370605
6,0.004256080592008816,0.005983871958313226,0.8546889723122059,0.807608044011841,0.8280481486549576,0.8832188420019627,0.9855359658236051,0.0001,35.399393796920776
7,0.0038538086757233195,0.005979389923040645,0.8796073479897009,0.796686371043536,0.8331626877876362,0.8871819491118579,0.9852550694475397,0.0001,47.968759298324585
8,0.003537024392704056,0.005294614428086049,0.8339717272511284,0.8441881580753284,0.8366570333333663,0.8954937679769894,0.9870279613629126,0.0001,40.355231523513794
9,0.0031130804373374716,0.006100989880150784,0.8838664921465968,0.8238974876005075,0.8523597757106003,0.8998091603053435,0.9856077380339736,0.0001,44.036423444747925
10,0.003026470725678585,0.0060695910133752905,0.8780840420723941,0.8366918993465664,0.8567175337768669,0.9038737446197992,0.9818771418152019,0.0001,44.55962777137756
11,0.002838596133832735,0.005898868747971068,0.8312471466893713,0.849716861707427,0.8370941070727572,0.8999525841631105,0.9840521274139338,5e-05,47.790350675582886
12,0.0019695130090589042,0.005588134823730058,0.8894750789074635,0.8384707710571913,0.8629456095591106,0.9180171591992373,0.9839892224192438,5e-05,42.639830589294434
13,0.0015490240807412192,0.006227007589571305,0.8459278998545323,0.8632315421910194,0.8517417212093286,0.9073033707865169,0.9836413551690883,5e-05,41.581387758255005
