epoch,train_loss,val_loss,precision,recall,f1_macro,f1_micro,roc_auc,lr,epoch_time
1,0.013701042173091661,0.00797239922271189,0.8177967155390217,0.6493135472685585,0.6708274540708142,0.8337468982630273,0.9741321791695446,0.0001,53.12907648086548
2,0.007629371412437071,0.0066954487129667044,0.7867842658822461,0.7797076705117459,0.783026111318585,0.869443144595227,0.9793152571178156,0.0001,37.22507667541504
3,0.0061564341852102765,0.00583179856618961,0.8411930236310061,0.747427323019408,0.7883071549254724,0.8760330578512396,0.9846706008004409,0.0001,37.18267226219177
4,0.005341926582834938,0.006343425835593272,0.7785228322647478,0.8060220445873141,0.7654116296432663,0.8648139425341498,0.9852837779199923,0.0001,36.66066074371338
5,0.004825536225583743,0.005839554087842925,0.7969088375175268,0.8261612048983482,0.8092903451469233,0.8872109485606419,0.9843484737702097,0.0001,36.000760078430176
6,0.0042995258767835115,0.006572983120134005,0.8990296809633908,0.7462673765328239,0.8021902722445895,0.881578947368421,0.983404823670211,5e-05,39.89877271652222
7,0.002983909354291179,0.005164152454245456,0.8953441349294855,0.7999703859570653,0.8341130632683655,0.8989084005695301,0.9860225551388782,5e-05,41.141682624816895
8,0.002567378308581696,0.005315669053589325,0.8950419920704377,0.8114807213059475,0.8501291418911556,0.9046711153479504,0.9866366433952798,5e-05,35.653846979141235
9,0.0023000182053709234,0.006180465491725353,0.860178785051286,0.8377564024855417,0.8480444609798927,0.8976897689768977,0.9832128998496356,5e-05,35.724167585372925
10,0.0022254290639168836,0.0056355836055383595,0.8852463766526267,0.8290219014157612,0.8560534762002254,0.9075144508670521,0.9866514668389172,2.5e-05,35.779253005981445
11,0.0016056086316133256,0.005405155473222988,0.8814578060157297,0.8398291024571861,0.8598118433581836,0.9131679389312977,0.9866311224787229,2.5e-05,35.40071201324463
12,0.0011670430377654902,0.0059254383184883935,0.8409338691998538,0.8548550309647672,0.8442340991626129,0.9085714285714286,0.9844791033383808,2.5e-05,35.88830304145813
